,date,content,score,version,thumbs
63,2021-10-04 21:08:58,"Bem legal a iniciativa, espero que continue melhorando.",5,70.3.4,0
65,2021-10-04 16:22:38,"Útil, muito bom.",5,70.3.4,0
66,2021-10-04 15:47:47,Informações corretas.,5,70.3.4,0
67,2021-10-04 12:31:16,Excelente,5,70.3.4,0
69,2021-10-04 07:43:16,Mto bom,5,70.3.4,0
70,2021-10-04 07:18:42,Muito prático!,5,70.3.4,0
71,2021-10-03 22:35:00,Excelente atendimento muito bom nota 10.,5,70.3.4,0
72,2021-10-03 22:16:35,Prático,5,70.3.4,0
73,2021-10-03 21:00:38,Muito bom e pratico,5,70.3.4,0
74,2021-10-03 19:19:44,"O app e bom, porém só acho que poderia ter também um acompanhamento pre operatório, pois estou há quase 3 anos na fila para fazer uma pequena cirurgia e não tem como eu saber quando será o dia da operação.",5,70.3.4,0
75,2021-10-03 18:39:31,Top,5,70.3.4,0
76,2021-10-03 13:09:25,Gostei do Aplicativo.,5,70.3.4,0
77,2021-10-03 13:04:37,Excelente,5,70.3.4,0
78,2021-10-03 13:02:35,"Muito bom , mostra todas as vacinas excelente.",5,70.3.4,0
79,2021-10-03 11:01:11,Foi rápido e fácil,5,70.3.4,0
80,2021-10-02 20:42:10,Top,5,70.3.4,0
82,2021-10-02 15:20:33,Muito bom,5,70.3.4,0
83,2021-10-02 14:34:02,Acho os anúncios oportunos que oferecem diversos produtos e serviços relacionados à escolha de cada interesse público.,5,70.3.4,0
84,2021-10-02 10:47:33,Uso o App creio desde início 2019 estava cada vez melhor. Infelizmente para todos ainda estamos na maior pandemia enfrentada pelo mundo. O importante agora para todos é a vacinação. *Este deve ser o verdadeiro passaporte da vacinação Covid-19* Não vi fraudes ou políticas de qq interesse neste App Possam logo ao pandemia findar continuar a melhorar o App.,5,70.3.4,0
85,2021-10-01 23:04:48,"Bolsonaro 2022!!! Deus acima de tudo, Brasil acima de todos.🇧🇷🇧🇷",5,70.3.4,0
86,2021-10-01 20:43:36,Muito bom,5,70.3.4,0
87,2021-10-01 20:42:12,Excelente. Fácil de usar. Amei,5,70.3.4,0
89,2021-10-01 15:31:48,Muito bom.,5,70.3.4,0
90,2021-10-01 13:21:37,Pratico,5,70.2.4,0
91,2021-10-01 12:36:43,Excelente muito bom!,5,70.3.4,0
92,2021-10-01 10:31:05,Fácil de usar e serve perfeitamente para o fim que se destina.,5,70.3.4,0
93,2021-10-01 09:51:35,Praticidade para,5,70.3.4,0
94,2021-10-01 00:24:41,Excelente,5,70.3.4,0
96,2021-09-30 14:25:06,Muito bom! Eficiente e prestativo.,5,70.3.4,1
97,2021-09-30 12:56:54,Super de boa,5,70.3.4,0
99,2021-09-30 11:15:59,"Ótimo App, gostei!!!!",5,70.3.4,0
100,2021-09-30 10:01:54,Muito prático e funciona bem.,5,70.3.4,0
101,2021-09-30 08:05:52,Muito bom,5,70.3.4,0
102,2021-09-30 08:03:28,Excelente app. Mas gostaria de saber pq a minha segunda dose ainda não está atualizada. Tomei dia 27/09/21.,5,70.3.4,0
103,2021-09-30 06:26:42,O app sai toda hora,5,70.3.4,0
104,2021-09-29 22:43:13,Boa,5,70.3.4,0
105,2021-09-29 20:44:12,"Foi mto bom so nao consegui incluir a carteira de vacinaçao digital do meu marido, como devo proceder...",5,70.3.4,0
107,2021-09-29 17:23:39,Excelente app está cada vez melhor parabéns,5,70.3.4,0
108,2021-09-29 14:49:13,"Somente o SUS mesmo para fazer isso por nós. APP muito bom, funcional e de grande importância para todos os brasileiros. Viva o SUS",5,70.3.4,0
109,2021-09-29 13:28:10,Ótimo fácil e prático.,5,70.3.4,0
110,2021-09-29 11:32:15,Precisa ser mais rápido na atualização das informações. Mas é ótimo,5,70.3.4,0
111,2021-09-29 06:56:41,Esse aplicativo está dando muito problema,5,70.3.4,0
112,2021-09-29 05:36:40,Muito rápido e prático,5,70.3.4,0
113,2021-09-28 20:52:57,Excelente,5,70.3.4,0
114,2021-09-28 17:59:28,Ótimo 👍,5,70.3.4,0
115,2021-09-28 17:29:30,Otimo,5,70.3.4,0
116,2021-09-28 16:22:35,Não funciona corretamente só da errado,5,70.3.4,0
117,2021-09-28 13:54:11,"App de primeiro mundo com cartão digital que vale como identidade pessoal com todas as informações que vale como certificado digital de covid 19,pequenas falhas de login na página de medicamentos",5,70.3.4,0
118,2021-09-28 10:28:47,Ótimo,5,70.3.4,0
119,2021-09-28 09:23:32,Não tô conseguindo acesso,5,70.3.4,0
120,2021-09-28 08:53:08,"Otimo, conectado com o Gov. Br.",5,70.3.4,0
121,2021-09-28 06:33:32,Parabéns app da hora bacana,5,70.3.4,0
122,2021-09-28 00:58:07,Excelente também,5,70.2.7,0
123,2021-09-27 20:46:16,Excelente!,5,70.3.4,0
124,2021-09-27 19:52:14,Excelente,5,70.3.4,0
125,2021-09-27 19:19:27,Achei o aplicativo bem interessante. Tomara que puxem as demais vacinas pra gente ter um controle mais prático do que já tomamos :=),5,70.3.4,0
126,2021-09-27 18:37:53,Tudo perfeito até o momento,5,70.3.4,0
127,2021-09-27 16:33:19,Bom,5,70.3.4,0
129,2021-09-27 15:07:02,Ótimo,5,70.3.4,0
130,2021-09-27 09:18:19,Excelente APP. Programadores de parabéns,5,70.3.4,0
131,2021-09-27 09:02:40,Bom,5,70.3.4,0
132,2021-09-26 22:37:55,"Fiquei surpreso. Funcionando, rápido. Nunca pensei que diria isso. Parabéns governo",5,70.3.4,0
133,2021-09-26 17:30:29,Excelente,5,70.3.4,0
134,2021-09-26 16:47:26,Documentos super válido....,5,70.3.4,0
135,2021-09-26 14:47:10,"Por enquanto muito bom, vamos ver se a segunda dose também vai aparecer rápido.",5,70.3.4,0
136,2021-09-26 14:46:04,Bem útil,5,70.3.4,0
137,2021-09-26 11:05:11,Muito importante esse aplicativo.,5,70.3.4,0
139,2021-09-25 19:06:42,muito util e prático.,5,70.3.4,0
141,2021-09-25 08:20:17,Ótimo,5,70.3.4,0
142,2021-09-25 06:40:05,"Traz todas informações corretas, muito bom o aplicativo.",5,70.3.4,0
143,2021-09-25 02:54:25,"E necessário vacine-se, VACINA SALVA VIDAS!!",5,70.3.4,0
144,2021-09-24 19:54:16,Excelente,5,70.3.4,0
145,2021-09-24 19:50:53,Muito bom APP Importante com o decorrer do tempo inserir todas as vacinas que já tomamos . Parabéns.,5,70.3.4,0
147,2021-09-24 17:08:32,Muito bom,5,70.3.4,0
148,2021-09-24 15:22:53,Profissionais,5,70.3.4,0
149,2021-09-24 14:46:35,Comprei um desinfetante demora pra buscar,5,70.3.4,0
150,2021-09-24 14:43:06,"Aplicativo funciona bem, mas precisa liberar o certificado de vacinação em inglês e espanhol também para quem tomou duas doses de vacinas diferentes. Tomei Astrazeneca e depois Pfizer. Não consigo emitir em outros idiomas.",5,70.3.4,0
151,2021-09-24 14:35:43,"Para ser novo é um App excelente, principalmente porque a URGÊNCIA é termos uma forma de comprovar digitalmente em qualquer lugar do mundo que estamos 100% imunizados.",5,70.3.4,0
152,2021-09-24 11:37:19,Fácil de pegar a carteira de vacinação digital,5,70.3.4,0
153,2021-09-24 10:12:59,Adorei!,5,70.3.4,0
154,2021-09-24 08:52:16,"Parabéns, ótimo aplicativo muito fácil de baixar e fazer o uso do mesmo👏👏👏👏👏",5,70.3.4,0
155,2021-09-23 22:35:12,Excelente,5,70.3.4,0
156,2021-09-23 22:22:57,Ótimo,5,70.3.4,0
157,2021-09-23 21:48:04,"TOP ASSIM QUE TOMEI A PRIMEIRA DOSE , JA MOSTRA AQUI A MINHA CARTEIRA DA VACINA APP MUITO BOM",5,70.3.4,0
158,2021-09-23 21:03:28,Prático e útil... recomendo...,5,70.3.4,0
159,2021-09-23 20:41:24,Perfeito! Viva o sus!,5,70.3.4,0
160,2021-09-23 18:42:52,Show,5,70.3.4,0
161,2021-09-23 17:43:55,Excelente,5,70.3.4,0
162,2021-09-23 17:11:19,Ótimo,5,70.2.9,0
164,2021-09-23 15:28:26,Muito bom,5,70.3.4,0
165,2021-09-23 13:13:43,Muito bom,5,70.3.4,0
166,2021-09-23 09:47:30,Eu particularmente tenho muita sorte com SuS,5,70.2.9,0
168,2021-09-23 07:50:54,Ótimo pois plano de saúde privado não tem nada disso. Falta informações mas estamos em pandemia. Acredito que após será mais completo,5,70.3.4,0
169,2021-09-23 00:48:28,Prático e Rápido,5,70.3.4,0
170,2021-09-22 21:59:28,Muito bom ter seus dados digital!,5,70.3.4,0
172,2021-09-22 19:04:00,Posso cadastrar 2(dois) CPF,5,70.3.4,0
173,2021-09-22 16:36:47,"O jogo parece até bom, os gráficos são de excelente qualidade. Só não consegui aínda configurar para dar start e play no joguinho...😔😔",5,70.3.4,0
174,2021-09-22 11:39:58,top.super prático. recomendo,5,70.3.4,0
177,2021-09-21 22:20:35,Excelente,5,70.3.4,0
178,2021-09-21 21:59:11,Vacina boa é vacina no braço!!!,5,70.3.4,0
179,2021-09-21 21:37:15,Muito bom,5,70.3.4,0
180,2021-09-21 21:26:15,Sensacional!!,5,70.3.4,0
181,2021-09-21 20:55:55,"Aplicativo bem interessante que serve pra vc poder estar bem mais informado sobre esta ferramenta, como este exame do corona viro",5,70.3.4,0
182,2021-09-21 20:24:54,"Gostei, atedeu minhas nescecididas satisfatoriamente",5,70.3.4,0
184,2021-09-21 19:59:36,Tá melhorando,5,40.9.0.0.0,36
185,2021-09-21 17:48:13,App muito bom,5,70.3.4,0
186,2021-09-21 14:05:07,Legal maneiro boa,5,70.3.4,0
187,2021-09-21 13:28:43,Bom,5,70.3.4,0
188,2021-09-21 09:15:21,"Perfeito, app funciona perfeitamente",5,70.3.4,0
189,2021-09-21 08:14:12,"Ótimo app, todas as informações estão nele. Mas seria melhor se tivesse um suporte para o modo noturno. O modo noturno do meu celular deixa as letras do app inelegível.",5,70.3.4,0
190,2021-09-21 07:47:02,Tudo certo até agora.,5,70.3.4,0
191,2021-09-21 06:23:09,Muito bom e de fácil entendimento.,5,70.3.4,0
192,2021-09-21 04:04:18,"Acessei super rápida, como que agora só gira em torno do covid, só está mostrando informações sobre covid, mostrou as duas doses que tomei, mostrou o exame que fiz do covid, tem que mostrar outras informações também que são necessárias para nós usuários do sus.",5,70.3.4,2
193,2021-09-21 03:57:50,Muito bom gostei.,5,70.3.4,0
194,2021-09-20 22:15:26,Muito bom,5,70.3.4,0
195,2021-09-20 22:02:25,Funciona muito bem no meu celular.... É simples de entrar também 👍🏼 gostei,5,70.3.4,0
197,2021-09-20 16:47:08,Instalação perfeita e acesso normal... não tive nenhuma dificuldade,5,70.3.4,0
198,2021-09-20 11:57:25,Ótimo,5,70.3.4,0
199,2021-09-20 10:56:44,Simples e eficaz...,5,70.3.4,0
200,2021-09-20 10:48:51,"Está excelente, estabilizado e muito rápido.",5,70.3.4,0
201,2021-09-20 08:38:46,Muito bom maravilhoso,5,70.3.4,0
202,2021-09-20 06:06:39,No meu cartão aparecem 2 primeiras doses e não 1a. e 2a. Porém as datas conferem. Paranbéns pela iniciativa.,5,70.3.4,0
203,2021-09-19 21:02:22,"Funciona direitinho ,pena não ter todos os dados das vacinas anteriores a covid",5,70.3.4,0
204,2021-09-19 20:59:11,"Boa noite! Creio que, o cadastro nacional digital é de suma importância para facilitar o diagnóstico, principalmente, nos casos de urgência! Abraços a todos!",5,70.3.4,0
205,2021-09-19 20:58:42,"Ótimo app! Mostra os dados da vacina que tomei, atende bem o propósito. Acredito que vale a pena não expirar tão rapidamente a sessão, uma vez o dispositivo autenticado.",5,70.3.4,0
206,2021-09-19 20:01:19,"Muito legal, agora tenho minhas vacinas Covid no meu celular com certificado em 3 idiomas. Ótimo para viagens internacionais",5,70.3.4,0
207,2021-09-19 18:52:24,"O aplicativo é bom, mas a experiência de ter que logar toda hora no Gov.br é ruim",5,70.3.4,0
208,2021-09-19 10:21:19,"O app funciona bem, gov.br é certamente ruim de criar e tem muita tranqueira, mas o Conecte SUS funciona.",5,70.3.4,0
209,2021-09-19 10:14:32,Bom trabalhos para todos,5,70.3.4,0
210,2021-09-19 05:56:54,ESSE APP SALVOU MINHA VIDA,5,70.3.4,0
211,2021-09-19 02:22:09,"O app me surpreendeu, muito bem feito 👏👏👏",5,70.3.4,0
212,2021-09-18 19:35:11,Bom d+,5,70.3.4,0
213,2021-09-18 19:25:01,"Sensacional, salvei os dois registros da vacina covid nele",5,70.3.4,0
214,2021-09-18 16:42:36,"Cadê o login por impressão digital??? Não é nada prático quando se precisa mostrar o comprovante de vacinação, ter que digitar CPF e senha para acessar os dados. O que está faltando para implementarem esse recurso tão óbvio? O app Gov.Br, por exemplo, já recebeu a atualização dessa facilidade",5,70.3.4,2
216,2021-09-18 12:25:48,Gostei muito super prático de usar o aplicativo assim não deixo de ter esse documento em todas as ocasiões que eu for solicitado meu comprovante de vacina covid 19 ...,5,70.3.4,0
217,2021-09-18 11:58:06,Funciona muito bem. Carrega as informaçoes da vacina covid .,5,70.3.4,0
219,2021-09-18 10:53:32,Tudo de bom um abraço,5,70.3.4,0
221,2021-09-17 22:20:06,Muito bom,5,70.3.4,0
223,2021-09-17 21:18:26,excelente,5,70.3.4,0
224,2021-09-17 21:03:23,Excelente..!!!,5,70.3.4,0
225,2021-09-17 20:52:11,Muito bom esse App . 👏🏻,5,70.3.4,0
226,2021-09-17 20:25:16,TOP,5,70.3.4,0
227,2021-09-17 19:41:29,Excelente,5,70.3.4,0
228,2021-09-17 16:19:17,Praticidade.:,5,70.2.9,0
229,2021-09-17 15:02:36,Comigo funcionou sem problema algum. Falta ainda completar as outras áreas com mais dados. Mas o App já está preparado pra isso. É a escalabilidade.,5,70.3.4,0
230,2021-09-17 13:30:50,Pensionista,5,70.3.4,0
231,2021-09-17 11:07:36,"Após a última atualização, já consigo o certificado de vacinação.",5,70.3.4,0
234,2021-09-17 04:02:02,Uma facilidade nos dias de hj.,5,70.2.9,0
235,2021-09-16 22:50:17,Excelente,5,70.1.1,0
236,2021-09-16 22:26:21,PROFESSORA,5,70.3.4,0
237,2021-09-16 21:38:26,Maneiro,5,70.3.4,0
238,2021-09-16 20:52:54,Supimpa!,5,70.3.4,0
239,2021-09-16 18:54:35,Bom,5,70.2.9,0
240,2021-09-16 16:52:39,"App funciona direitinho. No momento só está no banco de dados sobre a vacinação do Covid, mas informa que as demais vacinações serão adicionadas em outro momento. Faz sentido pelo momento que estamos passando e pela prioridade na do Covid. Quando tiver adicionado as outras vacinas, ajudará muito!",5,70.3.4,72
241,2021-09-16 15:23:00,Muito Show,5,70.0.4,0
242,2021-09-16 13:00:14,Recomendo esse aplicativo,5,70.3.4,0
243,2021-09-16 12:27:48,Muito bom parabéns pelo app contecte sus também tenho a minha carteira digital de vacinação online.,5,70.3.4,0
244,2021-09-16 08:54:29,Indispensável,5,70.3.4,0
245,2021-09-16 07:56:44,Parabéns! Muito Útil! 👏👏👏,5,70.3.4,0
246,2021-09-16 05:01:29,Ótimo,5,70.2.5,0
247,2021-09-15 23:59:34,Vacinaaa,5,70.3.4,0
248,2021-09-15 21:39:35,Aplicativo muito bom e intuitivo,5,70.3.4,0
250,2021-09-15 20:25:25,"Consegui, baixar e acessar agora e já consta minha vacinação certinha e meus dados corretos.. 15/09/2021",5,70.3.4,0
251,2021-09-15 20:17:00,"Muito bom , simples e eficiente.",5,70.3.4,0
252,2021-09-15 20:12:14,Ok,5,70.2.7,0
253,2021-09-15 18:40:07,A primeira dose não aparece no aplicativo!,5,70.3.4,0
254,2021-09-15 14:46:28,Fácil de lidar qdo funciona rsrsrsrs!,5,70.3.4,0
256,2021-09-15 13:54:10,"Ele é muito bom, mas pode ficar ótimo fazendo os dados serem atualizados com mais eficácia e não ficar somente em dados de Covid 19 e em si, em vacinas ao todo. Por exemplo. Fora isso, 👍.",5,70.3.4,0
257,2021-09-15 13:43:41,Excelente! Funcionou perfeitamente. Consta minha vacina contra Covid-19.,5,70.3.4,0
258,2021-09-15 13:19:19,Boa,5,70.3.4,0
259,2021-09-15 13:14:43,"Legal, útil.",5,70.3.4,0
260,2021-09-15 12:10:17,Aplicativo Excepcional!!! Promete e cumpre o que se propõe...World Control!!Forever,5,70.3.4,0
261,2021-09-15 08:40:24,Ainda estou avaliando,5,70.3.4,0
262,2021-09-15 08:40:13,"Problema é quando ponho meu e-mail, está dando erro,",5,70.3.4,0
263,2021-09-15 08:29:24,Excelente aplicativo! Muito fácil a navegação!,5,70.3.4,0
264,2021-09-15 08:08:22,"Baixei, não tinha noção da senha. Pedi por e-mail. Chegou o código e já tenho meu passaporte da vacina.",5,70.3.4,0
265,2021-09-15 08:06:57,"Deu td certo, App leve! Já até imprimir o comprovante!",5,70.3.4,0
266,2021-09-15 06:48:31,Show,5,70.2.9,0
267,2021-09-15 00:28:58,Bom,5,70.3.4,0
268,2021-09-14 23:57:37,Excelente!!!,5,70.3.4,0
269,2021-09-14 22:37:54,Aplicativo top ajuda a muito gente na hora de apresentar o comprovante da vacinação do covid.,5,70.3.4,0
270,2021-09-14 22:16:10,Muito util está aparecendo tudo certo gostei.,5,70.3.4,0
271,2021-09-14 20:54:13,Ótimo,5,70.3.4,0
272,2021-09-14 20:45:06,"O app é ótimo, intuitivo e facilitou nossa vida !",5,70.3.4,0
274,2021-09-14 18:26:55,"Eu não tive problemas ao estalar o app, conseguiu concluir tudo direitinho graças a Deus! 🙌...porém como vi algumas reclamações nas avaliações, a minha irmã tbm teve problemas, não conseguiu.",5,70.3.4,0
275,2021-09-14 17:27:47,Ótimo,5,70.3.4,0
276,2021-09-14 12:48:51,"Ótimo, com essas tecnologias fica muuuito mais fáceis para todos.",5,70.3.4,0
278,2021-09-14 10:41:49,"No meu caso, funcionou muito bem.",5,70.3.4,0
279,2021-09-14 10:30:57,Tudo num só lugar! Muito bom! Parabéns!,5,70.3.4,0
280,2021-09-14 10:12:26,Não tem opção de imprimir .eu já tenho cartão SUS primeiro número não conferir com o q já tenho impresso logo que nascimento,5,70.3.4,0
281,2021-09-14 09:31:57,Ótimo 👍🏾,5,70.3.4,0
282,2021-09-14 08:34:13,Ainda não baixei...,5,70.3.4,0
283,2021-09-14 03:38:37,Consegui. Nota DEZ. MUITO BOM APP.,5,70.3.4,0
284,2021-09-13 22:36:39,Muito inteligente o sistema!!!,5,70.3.4,0
286,2021-09-13 21:38:37,Bom ótimo,5,70.3.4,0
287,2021-09-13 21:15:00,Até o presente momento parece muito bom.,5,70.3.4,0
288,2021-09-13 19:35:00,Atende as necessidades.,5,70.3.4,0
289,2021-09-13 16:39:46,Muito top. Todas as informações sempre à mão,5,70.3.4,0
291,2021-09-13 08:44:13,Top,5,70.3.4,0
292,2021-09-13 08:38:42,Mais uma contribuição do SUS à população. Tem um potencial enorme e com as melhorias vai ficar ótimo. Ainda falta registrar a segunda dose.,5,70.3.4,0
293,2021-09-12 22:30:28,Tudo tranquilo e vacinado,5,70.3.4,0
294,2021-09-12 20:47:43,Ótimo e excencial,5,70.3.4,0
295,2021-09-12 17:45:04,Ebaa festa,5,60.0.6,0
296,2021-09-12 15:32:12,Exelente,5,70.3.4,0
297,2021-09-12 14:12:24,"Vejam. Acabei de instalar, consegui logar (fiz recuperação de senha) deu tudo certo, todas as etapas deram certo e o certificado de vacina está disponível com o QR code. Tudo certo, sem nenhuma reclamação. Funcionando perfeitamente.",5,70.3.4,6
298,2021-09-12 12:22:02,Excelente,5,70.3.4,0
299,2021-09-12 11:21:52,Bom.,5,70.2.9,0
301,2021-09-11 21:05:49,Ótimo! Excelente! Recomendo.,5,70.3.4,0
303,2021-09-11 13:31:17,"Ótimo,... O registro de vacinação é muito bom, teu controle de regularização desoriente principalmente.",5,70.3.4,0
304,2021-09-11 11:50:00,NÃO TIVE DIFICULDADE. NENHUMA. FUNCIONA. PERFEITAMENTE. É FÁCIL DE USAR. É MUITO ÚTIL. NINGUÉM MERECE. ANDAR COM AQUELE. COMPROVANTE de VACINAÇÃO. SE PELO FOSSE DO TAMANHO da Cédula de identidade. Está DE PARABÉNS O DESENVOLVIMENTO. DO APLICATIVO. NÃO CONFUDIR. COM O GOVERNO. EU CITEI O DESENVOLVEDOR.do APP. PARABÉNS.,5,70.3.4,0
305,2021-09-11 11:03:31,"Super tranquilo, algumas melhorias mais acima da média!",5,70.3.4,0
306,2021-09-11 10:41:33,Funcionalidade boa,5,70.3.4,0
307,2021-09-11 05:43:27,😷😷😷😷😷,5,70.3.4,0
308,2021-09-10 19:01:11,Muito bom,5,70.3.4,0
309,2021-09-10 17:41:12,Estou gostando muito!!!,5,70.3.4,0
310,2021-09-10 17:40:52,"Deu tudo certo, fácil de usar....",5,70.3.4,0
312,2021-09-10 13:36:18,"App perfeito, entrando com meu login do gov.br, consigo ver as minhas vacinas e o comprovante; facilita, já que não preciso andar com o comprovante físico comigo",5,70.3.4,2
313,2021-09-10 11:30:15,Otimo,5,70.3.4,0
314,2021-09-10 08:32:10,Iniciando a utilização e agradecida por essa iniciativa. Bom demais ter todas as minhas informações na rede pública de saúde. Tô conhecendo e já agradecida.,5,70.3.4,0
315,2021-09-10 05:50:30,Legal,5,70.2.9,0
316,2021-09-10 00:33:33,Muito bom.,5,70.2.9,0
317,2021-09-09 23:37:56,Sensacional 👏🏽 Esse Aplicativo está trazendo Segurança Pública a todos os cidadãos Brasileiros em Relação à Saúde e Bem Estar .🤝🏼,5,70.3.4,7
318,2021-09-09 23:07:40,Muito prático,5,70.3.4,0
319,2021-09-09 21:24:49,"Muito bem informativo,temos dados corretos,podia já estar podendo marca consultas, agendamento,mas acredito que mais pra frente tenha,isso ajuda muito quem não tempo pra ir até a unidade de saúde marcar atendimento.",5,70.3.4,12
320,2021-09-09 20:34:04,Ótimo app,5,70.3.4,0
321,2021-09-09 19:56:29,Excelente apps show de bola conect e Sus,5,70.3.4,0
322,2021-09-09 19:45:51,Muito bom mesmo!!,5,70.3.4,0
323,2021-09-09 17:41:52,Boa,5,70.3.4,0
324,2021-09-09 13:56:05,"Muito bom o aplicativo, pena que ainda NÃO temos um PRONTUÁRIO eletrônico 😓🙄",5,70.3.4,0
325,2021-09-09 07:55:16,"Muito bom Já está funcional, com as informações para o certificado da vacina. No mesmo dia da segunda dose do Covid-19, já estava disponível. Acredito que se todos já tiverem o cartão do SUS também ajudará nas informações.",5,70.3.4,1
326,2021-09-09 01:15:57,Bom aplicativo,5,70.3.4,0
327,2021-09-09 00:58:30,Estou chegando agora.,5,70.3.4,0
328,2021-09-08 22:53:23,Excelente!,5,70.3.4,0
329,2021-09-08 21:12:59,Muito bom! Facilita muito!,5,70.2.9,0
330,2021-09-08 19:48:16,Excelente.,5,70.3.4,0
332,2021-09-08 18:04:49,Funciona bem...!,5,70.3.4,0
