,date,content,score,version,thumbs
84,2021-10-24 22:18:32,Qual é a dificuldade que vocês tem em aumentar o tempo que expira o login para uns 90dias?,1,70.4.1,0
85,2021-10-24 22:06:05,Não estou mais conseguindo acessar o aplicativo!,1,70.4.1,0
86,2021-10-24 20:56:21,"Tentei diversas vezes fazer o cadastro dos meus filhos e não consigo, em todas as tentativas volta no início. Horrível esse app. Não funciona direito.",1,70.4.1,0
87,2021-10-24 20:35:23,Depois que o aplicativo atualizou não consigo mais entrar no aplicativo péssimo,1,70.4.1,0
89,2021-10-24 19:19:32,Parou de funcionar após atualização. Só atrapalhada...nada funciona neste país por isto. Falta comprometimento com as pessoas.,1,70.4.1,0
90,2021-10-24 17:58:50,"Com a última atualização não abre mais, além de não atualizar a situação vacinal. Está totalmente inútil",1,70.4.1,0
91,2021-10-24 15:51:57,Muito lento.,1,70.4.1,0
92,2021-10-24 15:50:17,Ao clicar no link entrar fica travado. Não apresenta a carteira de vacinação. Não apresenta meus dados. Avalio com uma estrela.,1,70.4.1,0
93,2021-10-24 15:12:14,"Como todo app do governo, simplesmente o SMS não chega para validar meu LOGIN e eu não consigo passar daí 🙄",1,70.4.1,0
95,2021-10-24 12:32:46,"Muito ruim, não funciona.",1,70.4.1,0
96,2021-10-24 11:48:57,A1973,1,70.4.1,0
97,2021-10-24 11:37:03,Depois da atualização não consigo mais logar,1,70.4.1,0
99,2021-10-24 10:02:22,"Muito ruim, tem dia que não entra de Jeito nenhum, depois mostra só uma dose, tem que ficar atualizando demora muito.",1,70.4.1,0
100,2021-10-24 05:49:40,"Ao clicar ""entrar"" não abre nenhuma ação.",1,70.4.1,1
101,2021-10-24 01:28:53,"Depois q atualizei, tá travando direto, não consigo acessar mais",1,70.4.1,0
102,2021-10-24 00:51:04,Deveria ficar logado mas sempre desconecta quando saio do APP e a senha que pede tem que ser muito complexa,1,70.4.1,0
103,2021-10-24 00:08:03,Falta corrigir a falha nos registros da pressão e glicose que acabam sendo excluídos quando atualizo o APP.,1,70.4.1,0
104,2021-10-23 23:48:38,Uma vergonha,1,70.4.1,0
106,2021-10-23 22:27:20,"Trava, não abre a carteira de vacinação e outras funções",1,70.4.1,0
107,2021-10-23 18:57:26,O aplicativo está fora do ar. Ele diz que há erro ao conectar. Mesmo se você criar outra senha. Ele só dá erros.,1,70.3.4,0
108,2021-10-23 18:52:00,"Este app não funciona. Minha 2a dose da vacina contra covid foi em julho e até agora não aparece nenhuma das duas doses. Feu nos dois locais e dizem que no sistema da prefeitura está ok. Já liguei para solicitar correção, mas até agora nada. Preciso de certificado internacional de vacinação e ninguém resolve. Isto é um descaso com a população! Aprendam a programar!!!!",1,70.4.1,85
109,2021-10-23 18:42:47,Não abre o app 😏,1,70.4.1,0
112,2021-10-23 15:30:52,Não funciona.,1,70.4.1,0
113,2021-10-23 15:12:13,Não funciona,1,40.8.0.0.0,0
114,2021-10-23 14:50:38,Que aplicativo lixo,1,70.4.1,0
115,2021-10-23 14:31:32,Processo de criação de conta nada intuitivo e incrivelmente demorado. O aplicativo é horroroso. Só baixei pq quero ver o Cristo Redentor e preciso do Pdf do comprovante de vacinação. Já tô desinstlando esse lixo.,1,70.4.1,3
116,2021-10-23 14:27:27,"Muito ruim, cheio de bugs e erros. Não consigo.",1,70.4.1,0
117,2021-10-23 13:21:12,"Funcionou uma única vez, decepcionado. Muita propaganda para um appp sem funcionalidade.",1,70.4.1,0
118,2021-10-23 12:40:25,Depois que atualizei o app não consegui mais acessar meu comprovante de vacinação,1,70.4.1,0
119,2021-10-23 12:39:21,Não abre o app,1,70.4.1,0
120,2021-10-23 11:40:33,Última atualização estragou o aplicativo.,1,70.4.1,0
121,2021-10-23 10:09:31,"Não serve para nada só para encher a memória do celular, consigo entrar nem no grito, o jeito é desinstalar o pelo app não funciona pra nada igual.",1,70.4.1,0
122,2021-10-23 08:57:02,Pra mim esse app não presta não consigo acessar as informações da minha vacina e pra fazer o cadastro pede coisas que não tem nada a ver,1,70.4.1,0
123,2021-10-23 05:27:09,"Não mostra nenhum dados, não cumpre a proposta do App.",1,70.4.1,0
124,2021-10-23 04:52:38,"Nem a recuperação da senha funciona. Essa conta gov.br é problemática. SEMPRE que se tenta acessar, TODA VEZ dá problema de senha. Infelizmente não funciona....",1,70.4.1,1
125,2021-10-23 03:42:46,Tomei a 2° Dose da Vacina dia 18/10/2021 e hoje é dia 23 de Outubro não tem informação da vacina no Conecte SUS.,1,70.3.4,0
126,2021-10-23 02:55:29,Não entra,1,70.4.1,0
127,2021-10-23 00:58:42,Parou de funcionar algumas funções,1,70.4.1,0
128,2021-10-23 00:34:08,"Pede pra logar, mas a opção de entrar não funciona",1,70.4.1,0
131,2021-10-22 22:38:15,Baixei para usar quando precisasse e não levar a carteirinha de papel. Fui à academia e cadê que o app funciona? Não abre o certificado da vacina pra covid de jeito nenhum! Vou ter que levar a carteirinha de papel 🙄,1,70.4.1,0
133,2021-10-22 21:33:48,Os dados da vacinação sumiram,1,70.4.1,0
134,2021-10-22 20:43:27,Depois da última atualização o APP não funciona .,1,70.4.1,0
135,2021-10-22 20:19:37,Não tenho uma conta e não dá opinião de criar conta. Como criar uma conta no app?,1,70.4.1,0
136,2021-10-22 19:46:00,Não consigo abrir o aplicativo. Dá erro.,1,70.4.1,0
138,2021-10-22 18:09:11,"Muito bom poder Consultar todas essas informações, como vacina, remédios, internações, mas não vale nada na hora de comprovar uma vacina por exemplo, a funcionária da vacinação teve que validar mimhas informações ao invés de ser pratico e rápido acabou tardando meu dia.",1,70.4.0,0
139,2021-10-22 17:40:30,Não aparece 2 testes positivo da Covid. Apenas 2 negativos,1,70.4.1,0
141,2021-10-22 16:46:20,"Só consta vacinas do COVID, nada das vacinas que já se tomou no decorrer da vida, transformando-se num APP desnecessário e fútil.",1,70.4.1,0
142,2021-10-22 13:50:16,Péssimo como todo app do governo,1,70.4.1,0
144,2021-10-22 12:06:55,Com problemas,1,70.0.4,0
145,2021-10-22 11:57:03,Não aparece a opção de criar conta nova,1,70.4.1,0
146,2021-10-22 11:45:23,"Última atualização estragou o app, não funciona mais !!!!",1,70.4.1,0
147,2021-10-22 11:29:28,"Após a última atualização, simplesmente não consigo realizar o login no app.",1,70.4.1,0
149,2021-10-22 09:38:09,É difícil manter a conta logada?,1,70.4.1,0
150,2021-10-22 02:23:04,N consigo encontrar fala senha errada fui bloqueada estou ficando estressada com isso,1,70.4.1,0
151,2021-10-22 01:16:08,App ruim sempre com problemas e offline,1,70.4.1,0
152,2021-10-22 00:40:18,"Não funciona satisfatoriamente. Aliás, estou tentando acessar desde o dia 19/10/2021, sem êxito.",1,70.4.1,1
153,2021-10-21 23:24:02,Aplicativo entrou sem estar logado e nao faz login kkkkk é uma piada isso. Fica carregandona tela de login e nao sai.,1,70.4.1,0
154,2021-10-21 22:36:32,"Não atualiza, não atualiza mesmo ,parece abandonado ,era promissor era. Se pudece dava negativo.",1,70.2.0,1
155,2021-10-21 22:13:41,"Como tudo que vem do governo nacional neste momento, absolutamente horrível e nãp funciona direito.",1,70.4.0,0
156,2021-10-21 21:46:48,"Horrível, há dias tentando pegar o comprovante de vacina do Covid. Esse App não funciona pra nada. Se dependesse desse comprovante pra entrar nos locais não entraria em lugar algum. Absurdo!!",1,70.4.1,0
157,2021-10-21 21:46:39,Depois que atualizou ele não funciona. Não abre pra colocar login e senha de acesso.,1,70.4.1,0
158,2021-10-21 21:20:40,Péssimo !!!Não aparece as vacinas !,1,70.4.1,0
159,2021-10-21 20:41:21,"o app deveria ter a carteirinha de vacinação também ai e mais uma coisa que ja fica salva enves de levar o papel! e também o app tem falhas em que não e sincronizado com os postos de saúde pois agendei consultas e no app não apareceu nada!, Além que precisa de uma UX/UI !!!",1,60.0.5,2
160,2021-10-21 19:54:23,Qual a utilidade se não há informação alguma?,1,70.4.0,0
161,2021-10-21 18:33:11,Sumiu minhas vacinas do app e preciso emitir para uma viagem internacional. Por favor me ajudem!,1,70.4.0,0
163,2021-10-21 17:53:45,"O SUS é massacrado desde a sua criação, mas se o SUS sobreviver a Bolsonaro será um milagre.",1,70.4.0,0
165,2021-10-21 17:38:50,Lento e sempre trava nas requisiçoes de serviço,1,70.4.1,0
166,2021-10-21 17:08:34,Depois da última atualização não está funcionando o app,1,70.4.1,0
167,2021-10-21 16:39:27,"Aplicativo trava muito e não atualiza a 2 dose , muito ruim.",1,70.4.1,0
168,2021-10-21 16:20:53,Baixei pra ter o comprovante digital da vacina caso precise e só consta a primeira dose e eu já tomei as duas doses. Da minha filha não aparece nem a primeira dose. Assim fica difícil...,1,70.4.1,0
169,2021-10-21 15:59:26,Eu simplesmente não consigo recuperar a senha e nem contactar o suporte técnico. Eles não mandam o cód de verificação para recuperar e senha. E preciso urgente do certificado de vacinas de covid. Não sei aonde procurar mais.,1,70.4.1,0
170,2021-10-21 15:49:22,Nao tem lugar pra criar conta,1,70.4.1,0
171,2021-10-21 15:26:20,"Nem sequer entra. Exige pelo gov.br, mas não funciona.",1,70.4.1,0
172,2021-10-21 15:07:02,Não consigo mais visualizar o meu cartão do SUS,1,70.4.0,0
173,2021-10-21 15:01:55,"Péssimo desenvolvimento, não condiz com o esquema vacinal, funcionalidades restritas ao que? Desse jeito era melhor não disponibilizar um app que não ajuda , as pessoas querem emitir seu certificado de vacinação e se depara que não pode.",1,70.4.0,1
174,2021-10-21 14:49:08,Ficou péssimo após a última atualização.. não consigo acessar nada fica em bug..só rodando e não entra nada.,1,70.4.1,0
175,2021-10-21 14:47:11,"Trava muito, várias vezes não consegui entrar. Fora que você precisa colocar o login toda vez que entra no app.",1,70.4.0,0
176,2021-10-21 14:05:13,"Depois de fazer o login você não consegue acessar nada, qualquer coisa que você selecione ele fica carregando eternamente",1,70.4.1,0
177,2021-10-21 13:29:53,"Implementar biometria, caderneta completa de vacinas.",1,70.4.1,0
178,2021-10-21 13:06:03,"App lento demais, demora minutos pra carregar a página de vacinas",1,70.4.1,0
179,2021-10-21 12:59:20,Simplesmente após a atualização feita hoje (21/10/2021) o aplicativo não abre.,1,70.4.1,0
180,2021-10-21 12:49:44,O aplicativo não carrega,1,70.4.1,0
181,2021-10-21 12:46:43,"Atualizou e parou de funcionar... Não traz os dados da carreira de vacinação, eu não mostra o histórico e notificação. Está funcionando bem, aí vem uns atualização para piorar...",1,70.4.1,8
183,2021-10-21 11:19:49,"Difícil ter acesso para mudar a senha,pede pra entrar no link onde não aparece",1,70.4.0,0
184,2021-10-21 11:10:28,Na opção de denúncia quando fazemos deveria ter um retorno porque se a pessoa nunca pegou aquele tipo de medicação é fraude do UBS AMBULATÓRIO OU ATE MESMO HOSPITAL...POR GENTILEZA VERIFICAR...SEI QUE ESTAMOS NA PANDEMIA MAS RESPONDER O USUÁRIO DO APLICATIVO FAZ PARTE DO TRABALHO SENHOR DESENVOLVEDOR POR FAVOR....,1,70.4.1,0
185,2021-10-21 10:20:27,"Esqueci minha senha,daí está meu número que perdi, quando tento por outros meios alterar a senha não consigo,já tentei de todas as formas até na parte do clicar aqui caso não consiga recuperar a Senha daí fica complicado.",1,70.4.1,0
187,2021-10-21 08:52:08,"Não consigo logar mais no app, quando clico em vacinas apresenta a opção para entrar, ao clicar em entrar não apresenta o campo para colocar os dados de usuário e senha, isso mesmo depois do último update. Já removi e instalei novamente e não funciona, utilizo android.",1,70.4.1,55
188,2021-10-21 03:58:50,Lixo,1,70.4.0,0
190,2021-10-21 00:47:11,"Precisa melhorar a autenticação via banco credenciado, todos os dias pede nova autorização.",1,70.4.0,0
191,2021-10-20 23:51:48,"Sabe o app para enganar trouxas? É esse app aqui, só pra dizer que fez alguma coisa, não atualiza nada, não serve pra nada. Deve ter custado milhões pra nada.",1,70.4.0,0
192,2021-10-20 22:43:15,Inviável a impressão,1,70.4.0,0
193,2021-10-20 22:09:02,"O aplicativo só funciona uma vez, depois trava, tem que ser desinstalado e reinstalado a cada vez que for ser usado. Muito ruim",1,70.4.0,0
194,2021-10-20 19:17:03,"É PARA DIFICULTAR, governo supõe que todo brasileiro tem celular ou PC para acesso a internet e fica exigindo crianção de logins em apps e sites para acessar informações e serviços essenciais para o cidadão. E como sempre são os mais pobres que se ferram e ficam sem ter suas necessidades atendidas já que não tem acesso a internet.",1,70.4.0,5
196,2021-10-20 15:40:43,Fiz o cadastro no aplicativo pede o e-mail e diz que é inválido preciso de um posição,1,70.4.0,0
197,2021-10-20 15:16:29,"Simplesmente parou de funciona, já exclui e baixei novamente mas vc clica em entrar e nada contece",1,70.4.0,0
198,2021-10-20 13:41:45,"Lixo de aplicativo, não conecta nunca",1,70.4.0,0
199,2021-10-20 12:51:37,"Aplicativo lixo , você entra pra ver as vacinas o app diz que tem que entrar , aí você clica pra entrar e não entra , tudo que vem do governo é um lixo mesmo",1,70.4.0,0
200,2021-10-20 12:28:45,Impossível logar no app,1,70.3.4,0
201,2021-10-20 12:07:56,Vai pra desgraça!,1,70.4.0,0
202,2021-10-20 10:58:35,Não entendi pra que precisa do banco que a gente usa?,1,70.4.0,0
203,2021-10-20 02:37:49,Seria melhor se não tivesse que ficar fazendo login toda vez que precisa abrir pra acessar as informações da vacinação. Precisa evoluir nesse aspecto.,1,70.3.4,0
205,2021-10-20 00:35:42,Não consigo recuperação bde senha e acesso ao app,1,70.4.0,0
206,2021-10-19 23:48:14,Para quem precisa viajar e comprovar vacina da covid não emite certificado em inglês nem espanhol.,1,70.4.0,0
209,2021-10-19 22:01:08,"Não consegui baixar o certificado de imunidade de Covid. Pede pra baixar o app, sendo que baixei e acessei por ele. E ao pedir o certificado, pede para logar. Não serve para o que quero.",1,70.4.0,0
210,2021-10-19 21:50:02,Pior serviço que encontrei. Não aceita nenhuma senha cadastrada e não consigo fazer uma senha nova.,1,70.4.0,0
211,2021-10-19 20:50:16,"O app é como foi, é e sempre será o SUS: um lixo. O SUS tem que acabar!",1,70.4.0,0
212,2021-10-19 19:15:38,"Depois de uma briga de dois dias com: metralhadoras, granadas, tanques de guerra e outros armamentos pesados eu consegui imprimir os certificados da vacina pra Covid19 em três idiomas, ufa vou dormir 24 horas. Aplicativo horrivel, credo! Ailson.",1,70.4.0,8
215,2021-10-19 16:32:54,"App horroroso, pra variar. Não avança na parte de ""Autorizar ou Negar"", após digitar CPF e senha para o acesso a carteira de vacinação.",1,70.4.0,1
217,2021-10-19 13:14:13,"Está cada dia pior a saúde no Brasil, caminha para atrás. O agendamento de consulta em pleno 2021 não está funcionando.",1,70.4.0,1
219,2021-10-19 12:46:37,"App... não estar mostrando as vacinas tomadas, tomei a segunda dose perguntei no posto se eles tinham lançado eles disse que sim tirou até uma foto da tela para me mostrar caso precise.",1,70.4.0,1
220,2021-10-19 12:45:18,"Não consigo criar minha conta pra acessar o aplicativo, não tem a opção!! 😪😪",1,70.4.0,0
221,2021-10-19 12:12:55,Não consegui nem me cadastrar,1,70.4.0,0
222,2021-10-19 11:43:49,"Péssimo aplicativo, fui imunizado no Município de Valença RJ, a segunda dose dia 30/08/2021, até hoje hoje, minha carteira vacinal não se encontra pronta, como esse aplicativo é, e serve para demonstrativo para os demais locais que necessita? Que vergonha, Ministério da Saúde.",1,70.4.0,0
223,2021-10-19 01:56:48,Já tomei a minha segunda dose da vacina há quase 1 mês e no aplicativo consta apenas a minha primeira dose. Tenho uma viagem internacional pra fazer em breve . Será que terei que viajar com passaporte da vacina do estado de São Paulo em vez da do Governo Brasileiro?!! É vergonhoso!,1,70.4.0,2
224,2021-10-19 00:44:06,"Péssimo, não tem como entrar nesse maldito aplicativo! Ao invés de facilitar, pioram tudo. Nem apps de bancos complicam o acesso tanto assim!",1,70.4.0,0
225,2021-10-18 23:49:06,A vacina da minha filha ainda não está no aplicativo. Já faz mais de um mês.,1,70.4.0,0
226,2021-10-18 23:01:11,"Aplicativo super Desatualizado. Não consta nenhuma das doações de sangue, não consta a minha segunda dose da vacina do COVID, e não consta outras atualizações.",1,70.4.0,1
227,2021-10-18 22:42:28,"Horrível, depois da covid, o app nem mostra as outras vacinas.",1,70.4.0,0
228,2021-10-18 22:33:52,Ficou muito a desejar o aplicativo não mostra as duas vacina eu já tomei as duas vacinas e até agora nada do aplicativo atualizar isso já faz mais de mês que eu tomei as duas infelizmente o aplicativo não atualiza quero ir para o estádio assisti um jogo ir não posso por que o aplicativo não mostra minha vacina ele não aceita o cartão de vacina ele alega que pode ser falso só o plicativo que diz tudo por favor me ajuda eu atualiza o aplicativo.,1,70.4.0,1
230,2021-10-18 20:59:19,"Estou há dias tentando modificar a senha, não consigo, já fiz a reclamação no site gov.br e até agora nada, assim fica difícil.",1,70.4.0,0
231,2021-10-18 20:43:56,Não baixa a carteira de vacinação em PDF,1,70.4.0,0
232,2021-10-18 20:12:05,"Não consigo acessar nada. Não tem nem como resgatar a senha 🤔 Nada funciona,",1,70.4.0,0
233,2021-10-18 19:42:57,"Não acho confiável, o cartão SUS não é meu e nem funciona o aplicativo.",1,70.4.0,0
234,2021-10-18 18:39:27,Complicado de conseguir informações,1,70.4.0,0
235,2021-10-18 17:30:07,PESSIMO,1,70.4.0,0
238,2021-10-18 16:48:18,Toda vez que abro o app para visualizar as vacinas tem que pôr a senha do Gov.Br... Se tem que apresentar uma identificação física pra dizer que sou eu... Como conseguem complicar uma coisa tão simples.. Tem que tirar o acesso por senha após o primeiro acesso...,1,70.4.0,2
